Marketing expense;Production expense;Multiplex coverage;Budget;Movie_length;Lead_ Actor_Rating;Lead_Actress_rating;Director_rating;Producer_rating;Critic_rating;Trailer_views
24.2818;66.72;0.569;35763.09;82.4;6.285;6.41;6.295;6.215;7.18;548870
21.6442;66.72;0.569;38646.135;80.3;5.41;5.575;5.45;5.755;7.18;534094
27.3788;66.72;0.569;45878.745;81.9;5.485;5.555;5.465;5.68;7.18;518247
20.9638;62.28;0.608;33929.94;105.5;5.305;5.495;5.345;5.42;7.72;528690
20.7096;62.28;0.608;32641.18;92.6;5.385;5.445;5.26;5.47;7.72;459998
20.3076;62.5;0.606;41406.97;107.7;6.67;6.985;6.665;7.01;8.82;524356
32.2308;62.94;0.353;48350.72;160.4;8.955;9.235;9.085;9.12;9.4;530690
33.2702;62.94;0.353;40734.815;173.5;8.9;9.13;8.99;9.195;8.4;477252
33.133;62.94;0.353;38007.31;173.5;8.9;9.09;8.84;9.145;8.4;483741
30.8022;62.94;0.353;40012.665;155.3;8.94;9.025;8.815;8.995;9.4;483080
30.6824;62.94;0.353;41773.6;162.9;8.8;9;8.925;9;9.4;526451
30.4028;62.94;0.353;46650.89;165;8.725;8.98;8.805;8.915;8.4;511151
36.5052;62.94;0.353;40701.485;168;8.795;8.99;8.895;9.16;8.4;450060
31.0014;62.94;0.353;40029.33;165.1;9.02;9.045;8.89;9.185;8.4;503379
35.2324;62.94;0.353;30885.8;136.3;8.95;9.015;8.97;9.095;8.4;458883
35.714;62.94;0.353;38962.77;158.1;8.89;9.07;8.82;8.955;9.4;440617
31.5668;62.94;0.425;46089.835;140.5;8.7;8.935;8.785;8.74;9.4;495431
30.81;62.94;0.425;41495.85;126.1;8.415;8.69;8.51;8.645;9.4;558567
21.813;68.92;0.536;32885.6;135;7.89;8.185;8.015;8.075;8.28;442828
25.9832;68.92;0.536;32530.08;115.6;7.67;7.895;7.745;7.83;7.28;448615
23.2422;68.92;0.536;34663.2;89.8;7.72;7.815;7.655;7.95;7.28;527157
22.292;68.92;0.536;36318.59;132.2;7.995;8.185;7.94;8.045;7.28;502420
24.4376;68.92;0.536;42723.505;125.3;7.735;7.95;7.76;7.82;8.28;522502
21.1288;67.82;0.553;37540.69;106.4;7.9;8.01;7.81;8.12;8.48;510207
21.9208;67.82;0.553;38073.97;116.3;7.86;7.95;7.73;7.925;8.48;532339
22.0938;67.82;0.553;40368.185;122.5;7.53;7.66;7.515;7.72;7.48;490028
21.2254;67.82;0.553;37918.43;101.1;7.43;7.58;7.54;7.725;7.48;516911
21.5956;67.82;0.553;36007.51;105.6;7.89;7.96;7.8;8.075;8.48;504442
24.2076;61.66;0.5571;37840.66;105.7;7.825;8.04;7.89;8.045;9.02;504458
20.7156;61.66;0.5571;43440.1;138;7.51;7.665;7.58;7.855;9.02;538611
20.741;61.66;0.5571;38707.24;110.7;7.225;7.54;7.215;7.53;9.02;546620
21.2258;61.66;0.5571;42467.975;123.2;7.27;7.53;7.285;7.495;8.02;524593
20.3002;57.42;0.599;44012.265;98.3;6.925;7.08;7.015;7.21;9.28;564706
20.1812;60.94;0.6;39373.84;94.3;6.28;6.5;6.18;6.425;7.94;489220
20.2192;59.5;0.611;35846.415;105.4;6.335;6.445;6.26;6.345;7.94;511643
20.393;58.52;0.615;34607.65;105;5.395;5.54;5.295;5.595;8.36;449001
20.7742;65.64;0.595;34490.995;104.8;6.275;6.4;6.21;6.475;7.68;514434
20.918;65.64;0.595;35079.825;119.1;6.185;6.48;6.27;6.43;7.68;498744
20.8594;65.64;0.595;36468.575;96.4;6.335;6.505;6.275;6.25;8.68;459056
20.7004;64.9;0.589;38112.855;101.4;7.39;7.59;7.42;7.365;7.16;566644
21.5772;64.9;0.589;39707.14;101.2;7.44;7.515;7.295;7.515;8.16;542840
20.723;64.9;0.589;36829.65;96.9;7.375;7.48;7.315;7.595;8.16;529498
21.653;82.84;0.563;34035.485;91.9;7.12;7.305;7.165;7.4;7.8;486691
21.6398;82.84;0.563;33379.995;115.8;7.23;7.265;7.22;7.28;7.8;481269
22.5864;82.84;0.563;37096.29;104.6;6.9;7.135;6.965;7.08;8.8;534560
21.0744;82.84;0.563;36379.695;124.5;6.89;7.125;6.865;7.195;7.8;479856
22.8206;82.84;0.563;32163.45;131.5;6.72;6.85;6.825;6.965;7.8;405787
21.2932;59.48;0.6;35246.475;93.6;6;6.165;5.985;6.195;9.04;517172
21.1122;59.48;0.6;39112.755;83.5;6.08;6.095;5.945;6.22;8.04;524749
20.8834;59.48;0.6;38168.405;120.9;5.955;6.16;6.055;6.175;9.04;503113
20.7074;67.18;0.567;36607.45;113.9;7.185;7.4;7.25;7.175;8.78;456975
21.8532;67.18;0.567;36079.725;91.9;7.1;7.4;7.16;7.36;8.78;495797
22;67.18;0.567;38785.01;91.2;7.095;7.32;7.245;7.355;8.78;546989
21.103;59.36;0.528;40195.98;114.6;7.95;8.02;7.955;8.03;7.32;525924
21.0958;59.36;0.528;36751.88;131.6;8.185;8.475;8.175;8.425;7.32;462490
21.5006;59.36;0.528;41218.1;145.4;8.345;8.54;8.36;8.555;7.32;497990
20.9864;59.36;0.528;38046.195;143.8;8.36;8.555;8.345;8.375;8.32;490857
29.8596;74.8;0.456;36857.425;156;8.215;8.38;8.295;8.475;7.32;539571
26.988;74.8;0.456;33174.46;150.2;8.3;8.545;8.36;8.59;8.32;491345
72.7096;74.8;0.456;27625.015;111.3;8.685;8.86;8.685;8.735;7.32;447032
35.8082;74.8;0.456;34007.71;126.3;8.555;8.83;8.615;8.725;7.32;501252
25.2338;74.8;0.456;33457.765;163.9;8.5;8.665;8.425;8.745;7.32;475124
25.3876;74.8;0.456;34807.63;156.3;8.31;8.51;8.295;8.36;8.32;474736
27.384;74.8;0.456;36479.685;160.8;8.04;8.345;8.1;8.305;7.32;483058
25.0712;74.8;0.456;31691.275;151.2;7.99;8.1;7.945;8.075;7.32;482381
26.3654;74.8;0.456;32852.27;156.7;7.9;8.09;7.96;8.055;7.32;387823
24.9044;74.8;0.456;32119.01;145.2;7.935;8.03;7.83;8.135;8.32;401740
28.0404;74.8;0.456;35452.01;140.7;8.1;8.325;8.21;8.3;8.32;478332
29.5094;74.8;0.456;33957.715;132.3;7.965;8.07;7.88;8.08;7.32;471282
23.352;69.76;0.507;35696.43;125.8;7.63;7.84;7.615;7.83;8.08;510893
23.6318;69.76;0.507;35418.68;127.8;7.575;7.81;7.595;7.94;8.08;484440
27.0228;69.76;0.507;33557.755;123.4;7.535;7.785;7.565;7.67;8.08;491464
25.6784;69.76;0.507;31707.94;147.8;7.545;7.7;7.55;7.765;8.08;446743
26.8218;69.76;0.507;35635.325;113.6;7.5;7.75;7.49;7.82;7.08;528887
23.8372;69.76;0.507;35724.205;88.2;7.245;7.45;7.215;7.255;8.08;533713
26.0694;69.76;0.507;35063.16;102.4;7.265;7.455;7.145;7.3;7.08;509852
24.8206;69.76;0.507;33791.065;117.2;7.205;7.31;7.26;7.395;8.08;448684
21.3234;61.48;0.54;32596.74;99.3;7.29;7.47;7.265;7.54;8.62;483140
21.3448;61.48;0.54;35179.815;90.7;7.32;7.46;7.275;7.515;8.62;483051
20.9088;61.48;0.54;34129.92;105.7;6.99;7.225;7.05;6.985;7.62;465165
21.0046;67.12;0.5621;31696.83;101.9;6.665;6.72;6.67;6.665;8.62;450203
20.6932;67.12;0.5621;33502.205;96.8;6.525;6.71;6.6;6.885;8.62;480695
21.0166;65.38;0.485;35085.38;111.6;6.62;6.9;6.735;6.83;7.96;536791
20.7476;65.38;0.485;35052.05;112;6.74;6.83;6.655;6.855;6.96;505077
20.7922;65.38;0.485;33535.535;108;6.87;7.15;6.865;7.145;6.96;477685
20.6854;65.38;0.485;32602.295;119.8;7.25;7.545;7.25;7.495;6.96;483878
20.6082;65.38;0.485;32746.725;133.1;7.07;7.255;7.16;7.285;7.96;452920
20.6612;65.38;0.485;33657.745;110.8;7.545;7.74;7.465;7.625;7.96;466294
21.0994;65.38;0.485;33246.675;118.9;7.555;7.68;7.475;7.665;6.96;457316
21.2302;65.38;0.485;33152.24;132;7.47;7.62;7.515;7.77;7.96;459687
20.2602;58.04;0.558;40223.755;122.8;6.34;6.52;6.41;6.655;8.9;516919
20.4996;58.78;0.482;36329.7;133.2;6.77;6.895;6.705;7.095;7.82;494604
20.5086;62.56;0.516;37196.28;129.9;6.985;7.19;7.08;7.28;7.48;480187
20.6098;62.56;0.516;38185.07;101.6;6.645;6.91;6.665;6.85;8.48;534902
20.6226;63.78;0.558;33407.77;122;5.88;6.045;5.885;6.165;7.24;494404
21.2324;63.78;0.558;32763.39;125.8;5.965;6.075;5.835;6.095;7.24;459385
20.374;63.3;0.571;36196.38;101.2;5.565;5.855;5.71;5.795;8.42;485496
20.3002;59.02;0.565;36857.425;103.2;5.69;5.91;5.73;5.985;8.6;507911
20.5798;57.5;0.571;38546.145;108;5.56;5.73;5.515;5.605;8.06;495540
21.2422;57.5;0.571;36051.95;117.9;5.5;5.685;5.445;5.785;8.06;530639
21.59;58.38;0.589;36546.345;109.4;4.51;4.785;4.575;4.705;7.34;528366
21.4488;58.38;0.589;32685.62;92;4.585;4.725;4.515;4.75;8.34;500120
20.3418;59.04;0.59;37374.04;109.6;3.84;4.035;3.84;4.03;8.6;502830
20.8602;58.82;0.587;31457.965;95.4;4.62;4.815;4.62;4.775;7.6;484954
22.1318;58.82;0.587;32974.48;93;4.59;4.75;4.69;4.8;6.6;503151
199.6592;91.2;0.23;34507.66;170.9;8.92;9.095;8.785;8.955;6.96;399154
96.994;91.2;0.23;35524.225;164.5;8.585;8.775;8.69;8.94;7.96;465805
124.0354;91.2;0.23;34035.485;156.9;8.52;8.8;8.55;8.685;6.96;473168
105.2262;91.2;0.23;33952.16;154.8;8.61;8.81;8.72;8.845;6.96;437945
110.8384;91.2;0.23;35540.89;161.5;8.635;8.79;8.655;8.885;6.96;486963
96.7368;91.2;0.23;34724.305;164.6;8.71;9.01;8.85;8.84;6.96;456314
93.5644;91.2;0.23;29785.91;169.7;8.865;9.1;8.895;8.93;6.96;450482
104.4478;91.2;0.23;32235.665;162.5;9.01;9.15;9.015;9.015;7.96;439085
89.4856;91.2;0.282;48772.9;156.4;9.015;9.145;9.04;8.99;6.96;493047
111.1174;91.2;0.282;19781.355;161.4;9.185;9.225;9.16;9.205;6.96;527849
93.939;91.2;0.282;27569.465;164.9;8.96;9.225;9.07;9.245;7.96;417956
290.444;91.2;0.369;21458.965;173.5;9.235;9.305;9.23;9.215;7.96;466467
117.9644;91.2;0.369;27608.35;173.5;9.265;9.445;9.24;9.385;7.96;549584
133.3996;91.2;0.369;37124.065;170.3;9.225;9.36;9.175;9.53;7.96;513408
150.7752;91.2;0.369;38973.88;171;9.3;9.54;9.4;9.36;6.96;523799
204.646;91.2;0.369;34529.88;173.5;9.31;9.525;9.32;9.505;7.96;454281
185.345;91.2;0.332;32635.625;163.1;9.435;9.495;9.375;9.44;6.96;464886
242.162;91.2;0.332;27252.83;173.5;9.26;9.505;9.36;9.525;7.96;237541
389.964;91.2;0.332;22986.59;173.5;9.27;9.48;9.425;9.55;6.96;215432
412.182;91.2;0.329;40623.715;171.4;9.19;9.345;9.195;9.635;7.96;440970
325.76;91.2;0.329;36935.195;166.8;9.175;9.445;9.315;9.375;7.96;362344
216.4698;91.2;0.329;37740.67;172.3;9.215;9.465;9.24;9.365;7.96;349344
492.964;91.2;0.329;35440.9;169.7;9.24;9.39;9.235;9.365;6.96;359760
377.334;91.2;0.329;34568.765;173.5;9.26;9.435;9.26;9.27;7.96;353650
1799.524;91.2;0.329;38707.24;165.4;9.17;9.43;9.155;9.41;6.96;417588
337.488;91.2;0.329;36357.475;172.6;9.11;9.35;9.18;9.325;6.96;382857
203.7404;91.2;0.3;30752.48;173.5;9.05;9.225;9.14;9.43;7.96;362581
179.8496;91.2;0.3;30663.6;173.5;9.145;9.335;9.14;9.31;7.96;339764
421.698;91.2;0.3;24264.24;164.7;9.25;9.33;9.26;9.28;7.96;269764
356.236;91.2;0.3;29313.735;171.6;9.27;9.385;9.19;9.3;6.96;267965
507.876;91.2;0.3;25841.86;173.5;9.145;9.32;9.14;9.46;7.96;291349
471.942;91.2;0.3;27775;163;9.105;9.26;9.115;9.48;7.96;276179
306.674;91.2;0.3;27108.4;173.5;9.115;9.315;9.175;9.215;6.96;278464
183.0348;91.2;0.3;29941.45;172.4;9;9.25;9.025;9.265;7.96;369811
159.243;91.2;0.3;31735.715;170.5;8.9;9.145;8.885;9.22;6.96;416162
125.861;91.2;0.3;33613.305;156;8.915;9.045;8.76;8.94;7.96;412194
251.558;91.2;0.3;27974.98;170.5;9.01;9.125;9.035;9.29;6.96;317358
192.8952;91.2;0.307;34402.115;166.1;9.055;9.17;8.955;9.235;7.96;437541
287.196;91.2;0.307;32702.285;168.2;9.005;9.23;8.97;9.23;7.96;420044
194.335;91.2;0.307;35946.405;172.3;8.98;9.26;9.085;9.225;7.96;424127
137.441;91.2;0.307;35579.775;169.5;9.115;9.18;9.1;9.255;6.96;390048
173.4404;91.2;0.307;31924.585;172.4;9.135;9.23;9.125;9.24;6.96;384688
787.036;91.2;0.307;30291.415;173.5;9.215;9.37;9.105;9.33;6.96;291101
218.331;91.2;0.307;32507.86;151.3;9.15;9.38;9.14;9.33;6.96;270691
520.922;91.2;0.307;33257.785;173.5;9.135;9.31;9.04;9.335;7.96;308973
304.724;91.2;0.307;35235.365;173.5;9.12;9.33;9.095;9.305;7.96;374897
211.9142;91.2;0.307;35574.22;173.5;9.17;9.32;9.115;9.12;7.96;359036
516.034;91.2;0.307;29713.695;169.5;9.125;9.31;9.06;9.1;6.96;384237
850.584;91.2;0.307;30724.705;158.9;9.05;9.22;9.185;9.33;7.96;312011
1378.416;91.2;0.307;31569.065;173.5;9.235;9.405;9.28;9.23;6.96;342621
434.324;91.2;0.341;22986.59;173.5;9.27;9.495;9.3;9.58;6.96;352670
259.022;91.2;0.341;31152.44;173.5;9.27;9.46;9.305;9.39;7.96;434373
168.0778;91.2;0.403;31202.435;171.4;9.235;9.325;9.215;9.315;6.96;316479
308.766;91.2;0.403;38062.86;173.5;9.24;9.36;9.26;9.21;6.96;399184
1042.716;91.2;0.403;31980.135;173.5;9.155;9.34;9.21;9.47;6.96;474055
301.014;91.2;0.403;36979.635;173.5;9.22;9.295;9.17;9.26;7.96;353054
396.22;91.2;0.403;25708.54;173.5;9.115;9.23;9.11;9.435;7.96;233720
593.116;91.2;0.403;28636.025;173.5;9.08;9.315;9.195;9.235;7.96;375488
934.922;91.2;0.307;25103.045;173.5;9.13;9.25;9.05;9.255;7.96;212912
381.692;91.2;0.321;35740.87;173.5;9.06;9.125;9.08;9.065;6.96;302506
236.684;91.2;0.321;37674.01;164.3;9.05;9.23;8.98;9.1;7.96;335532
538.812;91.2;0.321;29463.72;162.6;9.135;9.305;9.095;9.165;6.96;302776
1490.682;91.2;0.321;33091.135;173.5;9.02;9.155;9.075;9.15;7.96;383325
256.246;91.2;0.282;37907.32;150;8.975;9.105;8.96;9.375;7.96;362317
241.748;91.2;0.282;35613.105;173.5;9.035;9.095;9.06;9.095;6.96;431269
160.4518;91.2;0.282;33363.33;168.8;9.01;9.215;9.06;8.965;7.96;434982
260.964;91.2;0.386;31374.64;161.1;8.935;9.03;8.9;9.23;7.96;455145
161.0084;91.2;0.386;33902.165;158.6;8.96;9.1;8.83;9.065;7.96;340669
195.8424;91.2;0.416;30913.575;144.1;8.87;9.005;8.81;9.185;6.96;398327
337.206;91.2;0.321;32752.28;168.9;8.925;9.145;9.015;9.095;7.96;349335
264.944;91.2;0.416;32424.535;133.2;8.865;9.165;8.905;9.07;6.96;401981
773.238;91.2;0.321;34452.11;152.2;8.965;9.17;8.94;9.2;7.96;439565
167.3422;91.2;0.321;34402.115;151.6;8.94;9.07;9.005;9.11;7.96;356325
206.7778;91.2;0.321;35440.9;169.1;9.01;9.155;8.935;8.965;7.96;354854
189.8426;91.2;0.416;35263.14;159.6;8.86;9.105;8.92;9.005;6.96;416738
221.246;91.2;0.416;37957.315;167.8;8.95;9.055;8.865;8.955;7.96;388831
148.881;91.2;0.416;35690.875;148.3;8.8;9.04;8.83;8.93;7.96;458882
131.6214;91.2;0.287;35751.98;161.4;8.83;8.885;8.8;8.85;7.96;418275
298.268;91.2;0.287;34485.44;168.5;8.78;8.955;8.845;8.975;7.96;420282
243.208;91.2;0.26;36824.095;168.1;8.925;9.015;8.93;8.88;7.96;338798
308.416;91.2;0.26;35890.855;166.8;8.84;9.09;8.945;9.125;6.96;404986
323.544;91.2;0.26;34174.36;173.5;8.995;9.07;9.015;9.095;6.96;321678
293.562;91.2;0.26;32968.925;161.4;9.075;9.195;9.065;9.025;6.96;257073
207.8126;91.2;0.26;31257.985;167.4;9.065;9.14;8.995;9.165;6.96;334563
461.022;91.2;0.26;32318.99;165.9;8.985;9.17;9.02;9.095;7.96;360183
214.4836;91.2;0.26;35585.33;170.7;8.835;9.015;8.92;9.095;6.96;373307
133.3274;91.2;0.26;34546.545;173.5;8.96;9.015;8.985;9.03;7.96;393382
219.3308;91.2;0.26;36024.175;173.5;8.855;9.1;8.9;9.19;6.96;387633
276.046;91.2;0.26;32518.97;170.1;9.035;9.105;8.965;9.1;7.96;346747
233.436;91.2;0.26;35879.745;168.3;8.9;9.15;8.995;8.98;6.96;342695
145.7614;91.2;0.26;35224.255;169.9;8.885;8.98;8.89;9.105;7.96;401882
218.497;91.2;0.26;34724.305;170.1;8.745;8.995;8.885;8.98;7.96;397006
206.5818;91.2;0.287;34357.675;172.2;8.785;8.9;8.815;8.98;6.96;416481
170.5202;91.2;0.287;35646.435;171.8;8.75;8.945;8.905;9.03;6.96;400065
154.3544;91.2;0.287;37490.695;166.1;8.8;8.945;8.815;8.8;7.96;401512
128.8228;91.2;0.287;36968.525;171.7;8.745;8.885;8.675;8.985;6.96;390279
121.8034;91.2;0.287;34979.835;165.3;8.76;8.87;8.815;8.82;7.96;411619
184.9618;91.2;0.287;41068.115;172.8;8.615;8.845;8.68;8.955;6.96;407077
210.2726;91.2;0.287;37374.04;167.6;8.75;8.9;8.625;8.73;6.96;402950
115.0474;91.2;0.287;36246.375;160;8.695;8.79;8.63;9.015;6.96;408819
113.3766;91.2;0.287;33196.68;161.4;8.675;8.85;8.61;8.705;6.96;369607
184.0116;91.2;0.287;32974.48;153.8;8.57;8.755;8.595;8.52;7.96;402267
175.0446;91.2;0.287;35002.055;157.2;8.45;8.715;8.59;8.675;7.96;425095
156.0234;91.2;0.287;33779.955;157.9;8.63;8.76;8.6;8.575;7.96;438369
116.2426;91.2;0.287;37224.055;163.5;8.55;8.81;8.685;8.76;7.96;401242
93.8622;91.2;0.287;35418.68;161.9;8.59;8.885;8.705;8.69;7.96;416540
153.0984;91.2;0.287;35090.935;156.5;8.48;8.785;8.6;8.665;7.96;455177
136.423;91.2;0.287;36179.715;163.4;8.47;8.695;8.58;8.65;6.96;474433
176.7864;91.2;0.345;34490.995;138.9;8.42;8.56;8.45;8.64;7.96;456948
83.272;91.2;0.345;31991.245;121.7;8.37;8.595;8.365;8.54;6.96;431316
95.4996;91.2;0.345;33063.36;158.2;8.435;8.73;8.46;8.63;7.96;389121
108.4456;91.2;0.416;33346.665;168;8.68;8.895;8.575;8.77;7.96;354464
331.514;91.2;0.42;32918.93;144.5;8.52;8.55;8.44;8.67;6.96;383739
281.502;91.2;0.42;31735.715;130.2;8.49;8.705;8.44;8.715;6.96;437878
106.9758;91.2;0.42;34257.685;157.5;8.39;8.515;8.47;8.555;7.96;399291
100.7682;91.2;0.468;34602.095;164.2;8.36;8.605;8.415;8.425;6.96;455983
91.3736;91.2;0.42;35757.535;148.5;8.48;8.685;8.495;8.55;7.96;421532
112.9378;91.2;0.386;38773.9;141.1;8.615;8.825;8.73;8.765;6.96;469624
181.1158;91.2;0.416;30146.985;168.9;8.695;8.835;8.72;8.895;7.96;418266
147.8624;91.2;0.416;34229.91;170.9;8.75;8.915;8.75;9.175;7.96;348948
117.4282;91.2;0.386;36018.62;167.1;8.71;8.85;8.76;9.075;7.96;373575
320.468;91.2;0.386;29463.72;170.8;8.86;9.005;8.795;9.135;6.96;340338
224.66;91.2;0.386;34357.675;170.2;8.855;9.01;8.82;8.975;7.96;382809
306.674;91.2;0.386;34602.095;161.5;8.865;9.09;8.96;9.185;6.96;457225
136.4802;91.2;0.468;34674.31;138.2;8.26;8.31;8.14;8.445;6.96;471764
134.1636;91.2;0.468;37496.25;148.4;8.28;8.37;8.31;8.38;7.96;488266
134.6232;91.2;0.468;39223.855;150.5;8.165;8.335;8.27;8.41;6.96;517077
76.3676;91.2;0.468;32007.91;113.8;7.795;8.055;7.875;8.075;7.96;481869
67.5714;91.2;0.417;32613.405;115.4;8.035;8.22;8.115;8.185;7.96;438045
93.4734;91.2;0.417;35063.16;125.4;7.985;8.075;7.965;7.995;7.96;465487
133.835;91.2;0.417;33963.27;153.3;8.225;8.33;8.12;8.235;6.96;435929
116.7134;91.2;0.417;32802.275;126.7;8.32;8.575;8.42;8.385;6.96;451515
23.0172;110.48;0.391;30296.97;166.2;8.95;9.215;9.02;9.175;7.98;411264
23.6674;110.48;0.391;30074.77;171.8;8.96;9.235;9.03;9.26;6.98;351221
24.1492;110.48;0.391;28291.615;171.5;9.015;9.2;9.025;9.115;7.98;286130
22.1148;110.48;0.391;33235.565;172.3;9.02;9.155;8.97;9.12;6.98;382738
22.2264;110.48;0.391;33235.565;157;8.875;9.09;8.94;8.88;6.98;434825
23.4662;74.38;0.415;31702.385;127.5;8.65;8.865;8.79;8.93;8.16;441556
25.5914;74.38;0.415;32918.93;116.1;8.725;8.93;8.805;8.78;7.16;462430
23.5798;74.38;0.415;31496.85;102.3;8.46;8.755;8.465;8.72;8.16;394787
25.792;74.38;0.415;29941.45;146.4;8.57;8.695;8.51;8.63;7.16;380129
25.3676;74.38;0.415;32185.67;144.1;8.48;8.705;8.47;8.56;7.16;426044
24.7824;74.38;0.415;33435.545;138.8;8.66;8.875;8.71;8.94;7.16;450933
23.5566;74.38;0.415;30935.795;147;8.77;8.805;8.755;8.87;7.16;414921
24.4876;74.38;0.415;33479.985;153.2;8.68;8.765;8.59;8.97;7.16;442908
21.2526;78.86;0.427;36624.115;142.6;8.68;8.775;8.62;8.97;6.8;492480
20.9054;78.86;0.427;33996.6;150.2;8.78;8.945;8.77;8.93;7.8;482875
21.2152;78.86;0.427;38751.68;164.5;8.83;8.97;8.855;9.01;7.8;532239
22.1918;78.86;0.427;37740.67;162.8;8.73;8.845;8.8;8.845;6.8;496077
20.9482;78.86;0.427;33496.65;154.3;8.64;8.88;8.68;8.79;6.8;518438
